姓名,性别,年龄,婚姻状况,受教育程度,人生阶段,是否有车,通勤距离,通勤方式,职业,家庭编号,预期行为,行为时间,回家时间,house_ue_id,AGE,SEX,IDENTITY_ID,id,age_type
丁琳洁,女,6,未婚,小学及以下,未成年学生,无车,15分钟内,驾车,学生,290,去学校,7时29分,15时56分,YSHY_4_1_020F_03,6,女性,fd2f02c4-7e14-4a4b-aaab-bf429ca79500,fd2f02c4-7e14-4a4b-aaab-bf429ca79500,child
韩秀,女,16,未婚,小学及以下,上班族,无车,15-30分钟,驾车,信息/软件技术,838,去工作地,7时18分,17时39分,YSHY_13_1_024F_01,16,女性,256a216d-98db-4415-bcba-dd98bbf55099,256a216d-98db-4415-bcba-dd98bbf55099,child
苏琳,女,46,已婚,小学及以下,上班族,无车,15-30分钟,驾车,交通运输/仓储/邮政,171,去工作地,7时39分,17时40分,YSHY_10_1_008F_04,46,女性,3a22c1ff-2c75-49b6-a446-7616b94c31df,3a22c1ff-2c75-49b6-a446-7616b94c31df,middle-aged
高浩涵,男,33,已婚,小学及以下,自由职业,无车,15-30分钟,驾车,社会保障/公共管理,19,去小区公共场所,12时58分,19时42分,YSHY_2_1_016F_03,33,男性,c0cddc18-b2a3-4896-b05c-5884e85f4170,c0cddc18-b2a3-4896-b05c-5884e85f4170,teenager
罗雪倩,女,20,未婚,小学及以下,自由职业,有车,15-30分钟,其他,社会保障/公共管理,180,去小区公共场所,12时4分,17时56分,YSHY_4_1_015F_01,20,女性,b87736de-3337-4c83-8d32-35bcdffbb567,b87736de-3337-4c83-8d32-35bcdffbb567,teenager
余浩波,男,27,未婚,小学及以下,上班族,无车,15-30分钟,公共交通,制造业,1178,去工作地,7时22分,18时2分,YSHY_4_1_004F_02,27,男性,f440e92d-c331-4827-9103-1b72275fe1f7,f440e92d-c331-4827-9103-1b72275fe1f7,teenager
朱雅,女,49,未婚,小学及以下,上班族,有车,15-30分钟,驾车,制造业,1354,去工作地,7时20分,18时15分,YSHY_13_1_009F_01,49,女性,8fa1ab6b-3cda-4a52-91b8-bde0522827a1,8fa1ab6b-3cda-4a52-91b8-bde0522827a1,middle-aged
彭钊博,男,89,未婚,小学及以下,退休,有车,15分钟内,公共交通,建筑,1355,去小区商场,10时52分,15时41分,YSHY_1_1_020F_04,89,男性,1929bf29-d2ed-46f4-9b9e-2a781033a800,1929bf29-d2ed-46f4-9b9e-2a781033a800,old
徐浩,男,25,未婚,小学及以下,上班族,有车,15-30分钟,驾车,教育,1356,去工作地,7时45分,17时44分,YSHY_4_1_023F_03,25,男性,8acb77d4-6f86-4154-91dd-041b663a0493,8acb77d4-6f86-4154-91dd-041b663a0493,teenager
李松强,男,75,未婚,小学及以下,自由职业,无车,15-30分钟,公共交通,制造业,1357,去小区公共场所,11时25分,18时8分,YSHY_3_1_021F_03,75,男性,7ce6966b-6d9f-414c-b187-34cc4567aae6,7ce6966b-6d9f-414c-b187-34cc4567aae6,old
林俊军,男,50,已婚,高中,上班族,无车,15-30分钟,驾车,制造业,20,去工作地,7时21分,17时20分,YSHY_9_1_015F_01,50,男性,7fd42d34-de99-4d39-bde6-92922f786fd3,7fd42d34-de99-4d39-bde6-92922f786fd3,middle-aged
张文涵,男,82,已婚,小学及以下,上班族,有车,15-30分钟,骑车,居民服务,21,去工作地,7时7分,17时52分,YSHY_5_1_006F_02,82,男性,c22dc208-13a5-4a33-9cec-ffc174637fd3,c22dc208-13a5-4a33-9cec-ffc174637fd3,old
赵宗,男,11,未婚,小学及以下,未成年学生,无车,15分钟内,驾车,学生,300,去学校,7时25分,17时1分,YSHY_3_1_031F_04,11,男性,7d3e469f-c849-4dd4-998b-b1d0596fd028,7d3e469f-c849-4dd4-998b-b1d0596fd028,child
沈航,男,25,未婚,小学及以下,上班族,无车,30-60分钟,驾车,租赁/商务服务,1358,去工作地,7时40分,18时3分,YSHY_3_1_007F_02,25,男性,ed00dc19-91c2-4e90-970e-6180c83265da,ed00dc19-91c2-4e90-970e-6180c83265da,teenager
于紫媛,女,87,未婚,小学及以下,退休,有车,15分钟内,驾车,批发和零售,-1,去小区商场,9时39分,14时11分,YSHY_9_1_027F_01,87,女性,e42ce00d-457f-44b4-b477-94c94e5a04a9,e42ce00d-457f-44b4-b477-94c94e5a04a9,old
胡青,女,33,未婚,小学及以下,上班族,有车,15-30分钟,公共交通,制造业,1359,去工作地,7时48分,19时8分,YSHY_2_1_028F_03,33,女性,0d421cdd-8d57-43fb-abc2-2b3367de2035,0d421cdd-8d57-43fb-abc2-2b3367de2035,teenager
陈婷,女,84,已婚,本科,退休,有车,15分钟内,驾车,教育,1045,去小区商场,9时57分,14时34分,YSHY_9_1_010F_01,84,女性,44689138-0898-42a7-a8ea-36b9e5e99799,44689138-0898-42a7-a8ea-36b9e5e99799,old
赵斌,男,27,未婚,大专,自由职业,有车,15-30分钟,驾车,批发和零售,1360,去小区公共场所,10时46分,14时38分,YSHY_12_1_009F_02,27,男性,bb1251c1-f78b-4229-afdf-8c8fe6486182,bb1251c1-f78b-4229-afdf-8c8fe6486182,teenager
韩琳,女,37,已婚,小学及以下,上班族,有车,15-30分钟,驾车,建筑,43,去工作地,7时28分,18时55分,YSHY_1_1_007F_04,37,女性,f73d38f0-d05c-45db-90d4-6732874767d1,f73d38f0-d05c-45db-90d4-6732874767d1,teenager
朱梅,女,5,未婚,小学及以下,未成年学生,无车,15-30分钟,公共交通,学生,479,去学校,7时30分,16时0分,YSHY_8_1_006F_03,5,女性,3f53a441-b9b3-44c9-9075-f9d6282c1e05,3f53a441-b9b3-44c9-9075-f9d6282c1e05,child
蔡敏洁,女,56,未婚,初中,上班族,无车,15-30分钟,驾车,制造业,1361,去工作地,7时7分,19时26分,YSHY_12_1_028F_03,56,女性,7e1c3086-00de-492d-b003-7a71e8332666,7e1c3086-00de-492d-b003-7a71e8332666,old
余雪,女,48,未婚,初中,上班族,无车,30-60分钟,公共交通,社会保障/公共管理,1362,去工作地,7时50分,18时3分,YSHY_12_1_013F_04,48,女性,ab750654-6b40-4820-abf2-a152bc627962,ab750654-6b40-4820-abf2-a152bc627962,middle-aged
黄杰杰,男,25,已婚,小学及以下,上班族,有车,30-60分钟,公共交通,教育,22,去工作地,7时57分,18时53分,YSHY_3_1_006F_04,25,男性,a0ee12d0-5775-4af2-bfd1-7b5c83ccb0ba,a0ee12d0-5775-4af2-bfd1-7b5c83ccb0ba,teenager
杜天,男,15,未婚,小学及以下,未成年学生,无车,15分钟内,公共交通,学生,396,去学校,7时32分,17时32分,YSHY_4_1_012F_01,15,男性,0034e3a3-17d6-420f-bdeb-2be14e946bdc,0034e3a3-17d6-420f-bdeb-2be14e946bdc,child
袁松,男,86,未婚,小学及以下,退休,无车,15分钟内,公共交通,制造业,-1,去小区商场,11时39分,16时56分,YSHY_9_1_027F_01,86,男性,0508b5f4-ad17-4027-842f-8bb8cb405e41,0508b5f4-ad17-4027-842f-8bb8cb405e41,old
胡娜洁,女,65,未婚,小学及以下,退休,无车,15分钟内,公共交通,制造业,1308,去小区商场,9时7分,14时7分,YSHY_9_1_025F_02,65,女性,969f0ebb-cead-47bc-beea-2ab0e15acf91,969f0ebb-cead-47bc-beea-2ab0e15acf91,old
于芳,女,6,未婚,小学及以下,未成年学生,无车,30-60分钟,公共交通,学生,445,去学校,7时38分,16时1分,YSHY_5_1_027F_02,6,女性,e73fe98f-6e08-4ba5-805c-d2dcc94ee5c2,e73fe98f-6e08-4ba5-805c-d2dcc94ee5c2,child
徐武,男,78,已婚,小学及以下,退休,有车,15分钟内,驾车,租赁/商务服务,23,去小区商场,9时28分,14时26分,YSHY_5_1_022F_03,78,男性,802a4254-2942-48e2-a0de-98409da099a8,802a4254-2942-48e2-a0de-98409da099a8,old
孙航俊,男,37,未婚,小学及以下,自由职业,有车,30-60分钟,公共交通,教育,1363,去小区公共场所,10时57分,14时37分,YSHY_9_1_018F_03,37,男性,d7cdc968-292e-4526-a64d-aa7fc24a9d85,d7cdc968-292e-4526-a64d-aa7fc24a9d85,teenager
蔡芳洁,女,21,已婚,大专,大学生,有车,15分钟内,步行,大学生,932,去学校,8时7分,14时32分,YSHY_10_1_023F_04,21,女性,caff312d-a433-4642-bca2-a2048a579cc0,caff312d-a433-4642-bca2-a2048a579cc0,teenager
黄志,男,58,已婚,大专,上班族,有车,15-30分钟,公共交通,房地产,24,去工作地,8时6分,18时25分,YSHY_4_1_025F_02,58,男性,62244300-435e-4a39-b4f7-c523ac6a778f,62244300-435e-4a39-b4f7-c523ac6a778f,old
陈建豪,男,55,未婚,本科,上班族,无车,15分钟内,驾车,制造业,1364,去工作地,7时15分,18时58分,YSHY_1_1_019F_04,55,男性,100489e8-6f8b-4a26-a9a0-5fe8bcd9d946,100489e8-6f8b-4a26-a9a0-5fe8bcd9d946,old
于玲红,女,55,未婚,初中,退休,无车,15分钟内,驾车,教育,1365,去小区商场,9时24分,14时29分,YSHY_2_1_027F_02,55,女性,c59dfc56-21e7-4934-aa3b-b8c0588d1f30,c59dfc56-21e7-4934-aa3b-b8c0588d1f30,old
孙紫,女,12,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,960,去学校,7时31分,16时59分,YSHY_6_1_030F_04,12,女性,911a1b4e-47bf-499a-96ea-f4e4d719ecb3,911a1b4e-47bf-499a-96ea-f4e4d719ecb3,child
林倩,女,11,未婚,小学及以下,未成年学生,无车,15分钟内,驾车,学生,738,去学校,7时31分,16时59分,YSHY_9_1_009F_04,11,女性,fc9e4fa6-d475-4aaa-ac99-f9c125d101e0,fc9e4fa6-d475-4aaa-ac99-f9c125d101e0,child
宋博华,男,36,未婚,初中,上班族,无车,15-30分钟,其他,建筑,1366,去工作地,7时46分,19时39分,YSHY_8_1_004F_04,36,男性,ce08067b-37cc-48a2-9579-39269240cdc3,ce08067b-37cc-48a2-9579-39269240cdc3,teenager
何骏,男,8,未婚,小学及以下,未成年学生,无车,30-60分钟,公共交通,学生,337,去学校,7时37分,15时57分,YSHY_7_1_018F_04,8,男性,2f0b5475-184a-4516-b2a8-ef296d0a8cb6,2f0b5475-184a-4516-b2a8-ef296d0a8cb6,child
冯涛,男,27,已婚,小学及以下,上班族,有车,60分钟以上,公共交通,科研,25,去工作地,8时8分,18时24分,YSHY_13_1_012F_01,27,男性,10375580-35e6-4608-b21c-ebf528015226,10375580-35e6-4608-b21c-ebf528015226,teenager
董斌,男,54,未婚,小学及以下,上班族,无车,15-30分钟,公共交通,居民服务,224,去工作地,7时20分,19时3分,YSHY_4_1_022F_03,54,男性,d36f95cd-d84e-484a-acda-87840cf2f492,d36f95cd-d84e-484a-acda-87840cf2f492,middle-aged
黄纯琳,女,23,已婚,高中,上班族,有车,15-30分钟,驾车,制造业,546,去工作地,7时35分,18时44分,YSHY_3_1_018F_03,23,女性,a86d9703-bfd3-46d4-8dbb-f97decc07f3b,a86d9703-bfd3-46d4-8dbb-f97decc07f3b,teenager
朱琳洁,女,34,未婚,高中,上班族,有车,15-30分钟,骑车,制造业,1367,去工作地,7时36分,18时15分,YSHY_10_1_020F_04,34,女性,fd14978c-3a33-4299-83dd-b0c96c4cfa86,fd14978c-3a33-4299-83dd-b0c96c4cfa86,teenager
潘燕燕,女,25,已婚,小学及以下,上班族,无车,60分钟以上,公共交通,制造业,227,去工作地,7时49分,17时13分,YSHY_5_1_001F_01,25,女性,80038287-5069-4259-907b-274f11d73175,80038287-5069-4259-907b-274f11d73175,teenager
叶琴,女,47,已婚,初中,上班族,有车,60分钟以上,驾车,制造业,826,去工作地,7时40分,18时48分,YSHY_3_1_022F_02,47,女性,6b6fc038-aaad-4ebf-97d1-2a3948a5ecb2,6b6fc038-aaad-4ebf-97d1-2a3948a5ecb2,middle-aged
叶燕,女,44,已婚,小学及以下,上班族,有车,15-30分钟,驾车,社会保障/公共管理,498,去工作地,7时38分,18时49分,YSHY_8_1_010F_03,44,女性,86bccbbb-1866-4ba8-9fd8-10f2f1e1cef8,86bccbbb-1866-4ba8-9fd8-10f2f1e1cef8,middle-aged
魏敏,女,20,未婚,小学及以下,上班族,有车,15-30分钟,驾车,卫生/公共安全,1368,去工作地,7时56分,18时28分,YSHY_13_1_019F_01,20,女性,a0394c20-7bf4-4982-88bf-07cc87a08540,a0394c20-7bf4-4982-88bf-07cc87a08540,teenager
许宇宇,男,55,未婚,小学及以下,上班族,有车,30-60分钟,公共交通,信息/软件技术,1369,去工作地,7时52分,19时0分,YSHY_1_1_021F_03,55,男性,4b9bcdf0-b38b-450a-bff2-686dcfdc7cab,4b9bcdf0-b38b-450a-bff2-686dcfdc7cab,old
王莎红,女,18,未婚,小学及以下,上班族,有车,15分钟内,公共交通,制造业,178,去工作地,8时1分,17时47分,YSHY_7_1_018F_03,18,女性,97cb5755-1d0b-4865-b68d-acb2d2f21cc1,97cb5755-1d0b-4865-b68d-acb2d2f21cc1,child
程斌光,男,9,未婚,小学及以下,未成年学生,无车,15分钟内,步行,学生,372,去学校,7时31分,15时59分,YSHY_6_1_026F_04,9,男性,2cea4290-9404-4e0e-a09f-fa77d89ed591,2cea4290-9404-4e0e-a09f-fa77d89ed591,child
何红纯,女,21,未婚,小学及以下,上班族,有车,15-30分钟,公共交通,制造业,1370,去工作地,7时56分,18时7分,YSHY_13_1_010F_04,21,女性,2a1c2310-abef-4fab-858c-df072edae0cb,2a1c2310-abef-4fab-858c-df072edae0cb,teenager
徐琴青,女,98,未婚,初中,退休,无车,15分钟内,驾车,社会保障/公共管理,-1,去小区商场,10时10分,14时44分,YSHY_9_1_027F_01,98,女性,d8037371-82ca-417e-b549-0018f99d7322,d8037371-82ca-417e-b549-0018f99d7322,old
林紫玲,女,94,已婚,小学及以下,上班族,无车,15-30分钟,驾车,制造业,673,去工作地,7时27分,18时7分,YSHY_12_1_020F_01,94,女性,d60725b0-58ed-42da-8422-2ccb447d0c59,d60725b0-58ed-42da-8422-2ccb447d0c59,old
叶纯丽,女,2,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,97,去学校,7时32分,16时3分,YSHY_2_1_031F_04,2,女性,008ed59d-cbbb-4103-b078-508da4a93f4d,008ed59d-cbbb-4103-b078-508da4a93f4d,child
吕雪,女,54,未婚,小学及以下,上班族,有车,15-30分钟,公共交通,制造业,1371,去工作地,8时2分,18时11分,YSHY_6_1_001F_02,54,女性,b34af93a-27bc-440d-ba01-cad99cdd0ddb,b34af93a-27bc-440d-ba01-cad99cdd0ddb,middle-aged
高丽,女,23,未婚,小学及以下,上班族,无车,60分钟以上,驾车,社会保障/公共管理,1372,去工作地,7时33分,18时45分,YSHY_12_1_008F_02,23,女性,2ce9a330-cb82-4190-91e3-e5d2fdbe6ffe,2ce9a330-cb82-4190-91e3-e5d2fdbe6ffe,teenager
邓凛学,男,50,已婚,初中,上班族,无车,15-30分钟,驾车,制造业,26,去工作地,7时27分,18时47分,YSHY_11_1_017F_04,50,男性,817c93a4-0e0e-4955-8542-e3c470342ae7,817c93a4-0e0e-4955-8542-e3c470342ae7,middle-aged
梁莎,女,32,未婚,初中,上班族,无车,30-60分钟,驾车,采矿业,1373,去工作地,7时32分,17时50分,YSHY_13_1_018F_03,32,女性,e9da1b1c-7116-4a38-8933-8d6fa85ceaf5,e9da1b1c-7116-4a38-8933-8d6fa85ceaf5,teenager
黄伟立,男,34,未婚,小学及以下,上班族,无车,15-30分钟,驾车,建筑,1374,去工作地,7时52分,18时52分,YSHY_4_1_015F_03,34,男性,46d27d53-d851-4ce2-9e97-56157d7f90c8,46d27d53-d851-4ce2-9e97-56157d7f90c8,teenager
刘志强,男,51,未婚,小学及以下,上班族,有车,30-60分钟,公共交通,社会保障/公共管理,1375,去工作地,7时33分,18时27分,YSHY_3_1_020F_01,51,男性,044ccc8c-d15e-4f97-9d2d-cf52a2c9d379,044ccc8c-d15e-4f97-9d2d-cf52a2c9d379,middle-aged
彭璐,女,31,未婚,初中,自由职业,有车,60分钟以上,驾车,教育,419,去小区公共场所,11时54分,14时18分,YSHY_6_1_025F_01,31,女性,ac17330f-b115-46b2-9167-e1d915969e93,ac17330f-b115-46b2-9167-e1d915969e93,teenager
韩莹,女,25,未婚,初中,上班族,有车,60分钟以上,驾车,住宿/餐饮,1376,去工作地,7时40分,18时4分,YSHY_1_1_032F_03,25,女性,b1e522eb-5b39-411b-9c10-906027c085cb,b1e522eb-5b39-411b-9c10-906027c085cb,teenager
魏天,男,36,未婚,小学及以下,上班族,无车,15-30分钟,公共交通,社会保障/公共管理,1377,去工作地,7时43分,18时38分,YSHY_9_1_013F_02,36,男性,b4b71ce2-d699-43dc-a716-14cc5c95d98e,b4b71ce2-d699-43dc-a716-14cc5c95d98e,teenager
许军,男,95,未婚,小学及以下,退休,有车,15分钟内,公共交通,公共设施,1378,去小区商场,10时3分,15时28分,YSHY_7_1_027F_03,95,男性,db7911a8-46b4-4709-9a69-2d558447c23e,db7911a8-46b4-4709-9a69-2d558447c23e,old
肖钊,男,8,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,378,去学校,7时29分,15时57分,YSHY_10_1_001F_04,8,男性,33b8dbf3-b6cb-45dc-8937-7901d4391364,33b8dbf3-b6cb-45dc-8937-7901d4391364,child
吴航浩,男,54,未婚,小学及以下,自由职业,有车,30-60分钟,驾车,制造业,1211,去小区公共场所,11时3分,15时34分,YSHY_11_1_023F_01,54,男性,e0ef7659-6bf9-4a7a-b698-b4391888126e,e0ef7659-6bf9-4a7a-b698-b4391888126e,middle-aged
谢勋,男,97,已婚,初中,退休,无车,15分钟内,公共交通,社会保障/公共管理,27,去小区商场,10时18分,15时45分,YSHY_5_1_004F_04,97,男性,f8b4a0a4-1aa0-43ea-840b-234750f210ea,f8b4a0a4-1aa0-43ea-840b-234750f210ea,old
魏天博,男,41,未婚,小学及以下,上班族,有车,15-30分钟,驾车,建筑,1379,去工作地,7时22分,19时13分,YSHY_1_1_002F_03,41,男性,1408b958-7304-4841-8713-22897f769b6b,1408b958-7304-4841-8713-22897f769b6b,middle-aged
魏骏,男,68,已婚,小学及以下,上班族,无车,30-60分钟,驾车,社会保障/公共管理,28,去工作地,7时8分,19时32分,YSHY_9_1_004F_03,68,男性,98fdeb0e-094a-404a-bd7b-7212ff43b29e,98fdeb0e-094a-404a-bd7b-7212ff43b29e,old
蒋佳,女,56,已婚,初中,自由职业,有车,15-30分钟,公共交通,社会保障/公共管理,208,去小区公共场所,11时27分,12时29分,YSHY_6_1_004F_04,56,女性,6abffaf4-04e2-4b26-9fe3-7826e6474a12,6abffaf4-04e2-4b26-9fe3-7826e6474a12,old
任健学,男,32,已婚,小学及以下,上班族,无车,15-30分钟,骑车,采矿业,29,去工作地,7时37分,19时4分,YSHY_4_1_016F_01,32,男性,8c0f2686-5a88-422d-a0e9-164116f61e61,8c0f2686-5a88-422d-a0e9-164116f61e61,teenager
王武,男,8,未婚,小学及以下,未成年学生,无车,15-30分钟,公共交通,学生,178,去学校,7时32分,16时2分,YSHY_7_1_018F_03,8,男性,0eb1ce97-515f-4f61-b397-3e3f7be13ac8,0eb1ce97-515f-4f61-b397-3e3f7be13ac8,child
于红馨,女,1,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,1206,去学校,7时29分,15时59分,YSHY_11_1_023F_03,1,女性,b6084cfd-3a94-47ab-9516-1d31d5a35b7d,b6084cfd-3a94-47ab-9516-1d31d5a35b7d,child
刘晓,女,44,未婚,小学及以下,自由职业,无车,15分钟内,驾车,社会保障/公共管理,566,去小区公共场所,11时33分,18时5分,YSHY_12_1_006F_04,44,女性,9bc1b581-9d4a-4f64-8f0b-ca43c314070f,9bc1b581-9d4a-4f64-8f0b-ca43c314070f,middle-aged
胡骏斌,男,8,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,336,去学校,7时30分,15时59分,YSHY_13_1_024F_03,8,男性,33efa9d5-26b8-4d4f-94b3-cca6a04beac9,33efa9d5-26b8-4d4f-94b3-cca6a04beac9,child
宋紫倩,女,11,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,470,去学校,7时29分,16时55分,YSHY_11_1_011F_02,11,女性,0a506ab1-dad8-453f-b17a-9153bab455d0,0a506ab1-dad8-453f-b17a-9153bab455d0,child
郭洁佳,女,7,未婚,小学及以下,未成年学生,无车,15分钟内,驾车,学生,392,去学校,7时30分,16时1分,YSHY_2_1_011F_03,7,女性,efee6d5a-a560-4216-a83e-1f2dd2d016bd,efee6d5a-a560-4216-a83e-1f2dd2d016bd,child
刘琳洋,女,21,已婚,小学及以下,上班族,有车,30-60分钟,驾车,社会保障/公共管理,1380,去工作地,7时29分,18时26分,YSHY_12_1_027F_03,21,女性,b9bb4c01-cbac-4887-a223-d501c47c34a9,b9bb4c01-cbac-4887-a223-d501c47c34a9,teenager
冯伟波,男,66,已婚,初中,退休,无车,15分钟内,公共交通,租赁/商务服务,30,去小区商场,9时21分,14时5分,YSHY_10_1_012F_02,66,男性,7a0c67b7-aee3-4272-b721-df96cd9a0e7e,7a0c67b7-aee3-4272-b721-df96cd9a0e7e,old
潘嫣,女,19,未婚,小学及以下,上班族,无车,30-60分钟,其他,教育,1274,去工作地,7时5分,17时48分,YSHY_3_1_006F_02,19,女性,dbe2354b-0fe2-4272-88c4-413ea9cb7b25,dbe2354b-0fe2-4272-88c4-413ea9cb7b25,teenager
韩斯琴,女,48,未婚,小学及以下,上班族,有车,30-60分钟,驾车,文化/体育/娱乐,1192,去工作地,8时16分,17时58分,YSHY_4_1_012F_04,48,女性,be861a78-8efb-47d2-b93e-c0cde3660a77,be861a78-8efb-47d2-b93e-c0cde3660a77,middle-aged
任唯,女,53,已婚,大专,上班族,有车,60分钟以上,驾车,信息/软件技术,559,去工作地,7时43分,18时40分,YSHY_5_1_021F_04,53,女性,78fcf112-364f-4f7a-a7bb-aaf638794fcc,78fcf112-364f-4f7a-a7bb-aaf638794fcc,middle-aged
胡敏,女,68,未婚,初中,上班族,有车,60分钟以上,公共交通,社会保障/公共管理,1308,去工作地,7时44分,18时9分,YSHY_9_1_025F_02,68,女性,2b0ba202-6cf4-43b8-b85e-391563ffe0df,2b0ba202-6cf4-43b8-b85e-391563ffe0df,old
杜洋倩,女,20,未婚,小学及以下,上班族,有车,15分钟内,骑车,教育,1381,去工作地,8时9分,19时37分,YSHY_6_1_012F_01,20,女性,35aea3ef-1a01-4260-887e-a473891956d8,35aea3ef-1a01-4260-887e-a473891956d8,teenager
余丽,女,2,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,243,去学校,7时34分,16时2分,YSHY_5_1_024F_01,2,女性,1bfa8ded-849a-4e48-bd7e-2ca3b6de835e,1bfa8ded-849a-4e48-bd7e-2ca3b6de835e,child
丁婷,女,2,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,1310,去学校,7时31分,15时58分,YSHY_9_1_026F_04,2,女性,8e40001e-6fbc-418a-b325-5942dd7191e6,8e40001e-6fbc-418a-b325-5942dd7191e6,child
冯平俊,男,93,已婚,小学及以下,上班族,无车,30-60分钟,公共交通,批发和零售,31,去工作地,7时59分,17时59分,YSHY_3_1_031F_03,93,男性,cb676821-77f7-4cf6-9304-07ebdc8c4e4b,cb676821-77f7-4cf6-9304-07ebdc8c4e4b,old
赵健,男,0,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,922,去学校,7时26分,15时55分,YSHY_3_1_012F_02,0,男性,c9532310-7738-41c0-84bd-bb7a514482dd,c9532310-7738-41c0-84bd-bb7a514482dd,old
曾莹,女,22,未婚,本科,上班族,无车,15分钟内,驾车,房地产,1382,去工作地,7时30分,19时14分,YSHY_12_1_013F_03,22,女性,bc66a9b4-23e1-4990-835f-48344f87281d,bc66a9b4-23e1-4990-835f-48344f87281d,teenager
马健勋,男,85,未婚,小学及以下,退休,无车,15分钟内,驾车,制造业,1383,去小区商场,9时58分,14时45分,YSHY_6_1_029F_04,85,男性,dc306033-5d66-4fb4-8be8-5aa626a56a77,dc306033-5d66-4fb4-8be8-5aa626a56a77,old
宋娟莉,女,50,未婚,小学及以下,上班族,无车,15-30分钟,驾车,卫生/公共安全,470,去工作地,8时7分,19时11分,YSHY_11_1_011F_02,50,女性,9ef17ac4-a5e5-4016-ac82-3d0963526a81,9ef17ac4-a5e5-4016-ac82-3d0963526a81,middle-aged
袁志彦,男,4,未婚,小学及以下,未成年学生,无车,15分钟内,驾车,学生,395,去学校,7时30分,16时0分,YSHY_2_1_005F_02,4,男性,488775e0-99c5-4d98-92e2-38fae5c33159,488775e0-99c5-4d98-92e2-38fae5c33159,child
于天,男,52,已婚,小学及以下,上班族,无车,15-30分钟,驾车,社会保障/公共管理,32,去工作地,7时40分,17时23分,YSHY_5_1_015F_02,52,男性,79699c76-4fbd-435f-82e2-ad2528301e0a,79699c76-4fbd-435f-82e2-ad2528301e0a,middle-aged
